date,groundwater_level,rainfall,temperature,pumping_rate
2023-08-30,13.6,57.03,29.066,2.017
2023-08-31,13.619,57.317,28.964,2.022
2023-09-01,13.388,57.622,28.862,2.028
2023-09-02,13.544,57.946,28.76,2.033
2023-09-03,13.822,58.288,28.657,2.038
2023-09-04,13.705,58.648,28.555,2.044
2023-09-05,13.715,59.026,28.452,2.049
2023-09-06,13.539,59.423,28.349,2.054
2023-09-07,13.472,59.837,28.246,2.06
2023-09-08,13.456,60.269,28.143,2.065
2023-09-09,13.682,60.719,28.039,2.071
2023-09-10,13.644,61.186,27.936,2.077
2023-09-11,13.801,61.671,27.833,2.082
2023-09-12,13.559,62.173,27.73,2.088
2023-09-13,13.416,62.692,27.627,2.094
2023-09-14,13.283,63.228,27.524,2.099
2023-09-15,13.332,63.781,27.421,2.105
2023-09-16,13.419,64.351,27.318,2.111
2023-09-17,13.682,64.937,27.216,2.117
2023-09-18,13.788,65.539,27.114,2.123
2023-09-19,13.495,66.157,27.012,2.129
2023-09-20,13.372,66.792,26.91,2.135
2023-09-21,13.384,67.442,26.809,2.14
2023-09-22,13.497,68.108,26.708,2.146
2023-09-23,13.702,68.789,26.607,2.152
2023-09-24,13.654,69.485,26.507,2.158
2023-09-25,13.594,70.196,26.407,2.164
2023-09-26,13.445,70.922,26.308,2.17
2023-09-27,13.346,71.662,26.209,2.176
2023-09-28,13.276,72.417,26.111,2.182
2023-09-29,13.286,73.185,26.013,2.188
2023-09-30,13.343,73.968,25.916,2.194
2023-10-01,13.647,74.764,25.82,2.2
2023-10-02,13.582,75.574,25.724,2.206
2023-10-03,13.752,76.397,25.629,2.212
2023-10-04,13.471,77.232,25.534,2.218
2023-10-05,13.442,78.081,25.441,2.224
2023-10-06,13.266,78.941,25.348,2.23
2023-10-07,13.651,79.814,25.256,2.236
2023-10-08,13.634,80.699,25.164,2.242
2023-10-09,13.801,81.595,25.074,2.248
2023-10-10,13.614,82.503,24.984,2.254
2023-10-11,13.449,83.422,24.895,2.26
2023-10-12,13.359,84.352,24.807,2.266
2023-10-13,13.298,85.292,24.72,2.272
2023-10-14,13.371,86.242,24.634,2.278
2023-10-15,13.811,87.203,24.55,2.284
2023-10-16,13.676,88.173,24.466,2.29
2023-10-17,13.723,89.153,24.383,2.295
2023-10-18,13.445,90.141,24.301,2.301
2023-10-19,13.25,91.139,24.22,2.307
2023-10-20,13.483,92.145,24.141,2.313
2023-10-21,13.398,93.159,24.062,2.318
2023-10-22,13.554,94.182,23.985,2.324
2023-10-23,13.737,95.212,23.909,2.33
2023-10-24,13.568,96.249,23.834,2.335
2023-10-25,13.692,97.293,23.76,2.341
2023-10-26,13.301,98.344,23.688,2.346
2023-10-27,13.568,99.402,23.617,2.352
2023-10-28,13.635,100.465,23.547,2.357
2023-10-29,13.825,101.534,23.478,2.362
2023-10-30,13.657,102.609,23.411,2.368
2023-10-31,13.69,103.689,23.345,2.373
2023-11-01,13.541,104.774,23.281,2.378
2023-11-02,13.465,105.863,23.218,2.383
2023-11-03,13.651,106.956,23.156,2.389
2023-11-04,13.823,108.054,23.096,2.394
2023-11-05,13.702,109.155,23.037,2.399
2023-11-06,13.853,110.259,22.98,2.403
2023-11-07,13.776,111.366,22.924,2.408
2023-11-08,13.702,112.475,22.87,2.413
2023-11-09,13.704,113.587,22.817,2.418
2023-11-10,13.476,114.7,22.766,2.423
2023-11-11,13.604,115.815,22.716,2.427
2023-11-12,13.893,116.932,22.668,2.432
2023-11-13,13.75,118.049,22.622,2.436
2023-11-14,13.685,119.167,22.577,2.441
2023-11-15,13.529,120.285,22.533,2.445
2023-11-16,13.432,121.403,22.492,2.449
2023-11-17,13.633,122.521,22.451,2.453
2023-11-18,13.813,123.638,22.413,2.458
2023-11-19,13.832,124.754,22.376,2.462
2023-11-20,13.85,125.868,22.341,2.466
2023-11-21,13.952,126.981,22.308,2.469
2023-11-22,13.831,128.091,22.276,2.473
2023-11-23,13.672,129.199,22.246,2.477
2023-11-24,13.797,130.305,22.217,2.481
2023-11-25,14.011,131.407,22.191,2.484
2023-11-26,14.092,132.506,22.166,2.488
2023-11-27,14.074,133.602,22.143,2.491
2023-11-28,14.018,134.693,22.121,2.494
2023-11-29,13.999,135.78,22.101,2.498
2023-11-30,13.747,136.862,22.083,2.501
2023-12-01,13.832,137.94,22.067,2.504
2023-12-02,13.999,139.012,22.052,2.507
2023-12-03,14.223,140.078,22.04,2.509
2023-12-04,14.236,141.139,22.029,2.512
2023-12-05,13.896,142.193,22.02,2.515
2023-12-06,13.814,143.24,22.012,2.517
2023-12-07,13.797,144.281,22.006,2.52
2023-12-08,13.998,145.315,22.003,2.522
2023-12-09,14.065,146.341,22.0,2.525
2023-12-10,14.095,147.359,22.0,2.527
2023-12-11,14.078,148.369,22.002,2.529
2023-12-12,14.214,149.371,22.005,2.531
2023-12-13,14.102,150.364,22.01,2.533
2023-12-14,14.123,151.348,22.016,2.535
2023-12-15,14.007,152.323,22.025,2.536
2023-12-16,14.136,153.288,22.035,2.538
2023-12-17,14.119,154.244,22.047,2.54
2023-12-18,14.148,155.189,22.061,2.541
2023-12-19,14.222,156.124,22.077,2.542
2023-12-20,14.067,157.048,22.094,2.543
2023-12-21,13.975,157.961,22.113,2.545
2023-12-22,13.961,158.863,22.134,2.546
2023-12-23,14.406,159.754,22.156,2.546
2023-12-24,14.493,160.633,22.181,2.547
2023-12-25,14.443,161.499,22.207,2.548
2023-12-26,14.512,162.354,22.234,2.549
2023-12-27,14.414,163.196,22.264,2.549
2023-12-28,14.23,164.025,22.295,2.549
2023-12-29,14.129,164.841,22.328,2.55
2023-12-30,14.178,165.644,22.362,2.55
2023-12-31,14.568,166.433,22.398,2.55
2024-01-01,14.513,167.4,22.446,2.55
2024-01-02,14.512,168.158,22.486,2.55
2024-01-03,14.492,168.902,22.527,2.55
2024-01-04,14.161,169.631,22.57,2.549
2024-01-05,14.35,170.346,22.615,2.549
2024-01-06,14.5,171.046,22.662,2.548
2024-01-07,14.581,171.731,22.709,2.547
2024-01-08,14.48,172.4,22.759,2.547
2024-01-09,14.506,173.054,22.81,2.546
2024-01-10,14.386,173.692,22.862,2.545
2024-01-11,14.44,174.314,22.917,2.544
2024-01-12,14.551,174.92,22.972,2.543
2024-01-13,14.493,175.51,23.029,2.541
2024-01-14,14.756,176.084,23.088,2.54
2024-01-15,14.653,176.641,23.148,2.538
2024-01-16,14.823,177.181,23.209,2.537
2024-01-17,14.66,177.704,23.272,2.535
2024-01-18,14.498,178.21,23.336,2.533
2024-01-19,14.507,178.699,23.402,2.531
2024-01-20,14.587,179.171,23.469,2.529
2024-01-21,14.722,179.625,23.537,2.527
2024-01-22,14.997,180.061,23.607,2.525
2024-01-23,14.726,180.48,23.678,2.523
2024-01-24,14.649,180.88,23.75,2.521
2024-01-25,14.752,181.263,23.823,2.518
2024-01-26,14.676,181.628,23.898,2.516
2024-01-27,14.765,181.974,23.974,2.513
2024-01-28,14.849,182.302,24.051,2.51
2024-01-29,14.81,182.612,24.13,2.507
2024-01-30,14.804,182.903,24.209,2.504
2024-01-31,14.829,183.175,24.29,2.501
2024-02-01,14.713,183.429,24.371,2.498
2024-02-02,14.803,183.664,24.454,2.495
2024-02-03,14.732,183.88,24.538,2.492
2024-02-04,14.986,184.077,24.622,2.488
2024-02-05,15.164,184.255,24.708,2.485
2024-02-06,14.918,184.415,24.795,2.481
2024-02-07,14.893,184.555,24.883,2.478
2024-02-08,14.616,184.676,24.971,2.474
2024-02-09,14.963,184.778,25.061,2.47
2024-02-10,14.961,184.861,25.151,2.466
2024-02-11,14.956,184.924,25.243,2.463
2024-02-12,14.967,184.969,25.335,2.459
2024-02-13,15.038,184.994,25.428,2.454
2024-02-14,14.918,185.0,25.521,2.45
2024-02-15,14.682,184.986,25.616,2.446
2024-02-16,15.045,184.954,25.711,2.442
2024-02-17,15.144,184.902,25.806,2.437
2024-02-18,15.109,184.831,25.903,2.433
2024-02-19,15.023,184.741,26.0,2.428
2024-02-20,15.209,184.632,26.097,2.424
2024-02-21,14.968,184.503,26.196,2.419
2024-02-22,14.974,184.356,26.294,2.414
2024-02-23,14.937,184.189,26.393,2.41
2024-02-24,14.978,184.003,26.493,2.405
2024-02-25,15.306,183.799,26.593,2.4
2024-02-26,15.395,183.576,26.694,2.395
2024-02-27,15.057,183.333,26.795,2.39
2024-02-28,15.045,183.072,26.896,2.385
2024-02-29,14.911,182.793,26.998,2.38
2024-03-01,15.141,182.495,27.1,2.374
2024-03-02,15.116,182.178,27.202,2.369
2024-03-03,15.374,181.843,27.304,2.364
2024-03-04,15.404,181.489,27.407,2.358
2024-03-05,15.117,181.118,27.509,2.353
2024-03-06,15.178,180.728,27.612,2.348
2024-03-07,14.968,180.321,27.715,2.342
2024-03-08,15.189,179.895,27.819,2.337
2024-03-09,15.158,179.452,27.922,2.331
2024-03-10,15.393,178.991,28.025,2.325
2024-03-11,15.234,178.513,28.128,2.32
2024-03-12,15.163,178.017,28.231,2.314
2024-03-13,15.141,177.504,28.334,2.308
2024-03-14,15.212,176.975,28.437,2.303
2024-03-15,15.061,176.428,28.54,2.297
2024-03-16,15.059,175.865,28.643,2.291
2024-03-17,15.32,175.285,28.746,2.285
2024-03-18,15.283,174.689,28.848,2.279
2024-03-19,15.279,174.076,28.95,2.274
2024-03-20,15.148,173.448,29.052,2.268
2024-03-21,15.038,172.804,29.153,2.262
2024-03-22,15.02,172.144,29.254,2.256
2024-03-23,15.092,171.469,29.355,2.25
2024-03-24,15.393,170.778,29.455,2.244
2024-03-25,15.378,170.073,29.555,2.238
2024-03-26,15.176,169.352,29.655,2.232
2024-03-27,15.242,168.617,29.754,2.226
2024-03-28,14.898,167.868,29.852,2.22
2024-03-29,15.179,167.105,29.95,2.214
2024-03-30,15.282,166.327,30.047,2.208
2024-03-31,15.437,165.536,30.144,2.202
2024-04-01,15.313,164.731,30.24,2.196
2024-04-02,15.33,163.913,30.336,2.19
2024-04-03,15.256,163.083,30.43,2.184
2024-04-04,15.231,162.239,30.524,2.178
2024-04-05,15.083,161.383,30.618,2.172
2024-04-06,15.033,160.515,30.71,2.166
2024-04-07,15.316,159.634,30.802,2.16
2024-04-08,15.374,158.742,30.893,2.154
2024-04-09,15.391,157.839,30.983,2.148
2024-04-10,15.259,156.924,31.072,2.142
2024-04-11,15.019,155.998,31.16,2.136
2024-04-12,15.075,155.062,31.247,2.13
2024-04-13,15.163,154.115,31.333,2.124
2024-04-14,15.372,153.159,31.419,2.118
2024-04-15,15.284,152.192,31.503,2.113
2024-04-16,15.287,151.216,31.586,2.107
2024-04-17,14.971,150.231,31.669,2.101
2024-04-18,14.999,149.236,31.75,2.095
2024-04-19,15.202,148.233,31.83,2.089
2024-04-20,15.087,147.222,31.909,2.084
2024-04-21,15.326,146.203,31.986,2.078
2024-04-22,15.333,145.176,32.063,2.072
2024-04-23,15.318,144.141,32.138,2.067
2024-04-24,15.182,143.099,32.212,2.061
2024-04-25,15.096,142.051,32.285,2.056
2024-04-26,14.945,140.996,32.357,2.05
2024-04-27,15.033,139.934,32.427,2.045
2024-04-28,15.287,138.867,32.496,2.04
2024-04-29,15.323,137.794,32.564,2.034
2024-04-30,15.274,136.716,32.63,2.029
2024-05-01,14.835,135.634,32.695,2.024
2024-05-02,14.757,134.546,32.759,2.019
2024-05-03,14.98,133.454,32.821,2.013
2024-05-04,15.192,132.358,32.882,2.008
2024-05-05,15.328,131.259,32.941,2.003
2024-05-06,15.257,130.156,32.999,1.998
2024-05-07,15.054,129.05,33.055,1.993
2024-05-08,14.793,127.941,33.11,1.989
2024-05-09,14.894,126.83,33.163,1.984
2024-05-10,14.999,125.717,33.215,1.979
2024-05-11,14.952,124.603,33.265,1.975
2024-05-12,15.148,123.487,33.314,1.97
2024-05-13,15.242,122.37,33.361,1.965
2024-05-14,14.841,121.252,33.407,1.961
2024-05-15,14.969,120.134,33.451,1.957
2024-05-16,14.696,119.016,33.493,1.952
2024-05-17,14.742,117.898,33.534,1.948
2024-05-18,14.765,116.781,33.573,1.944
2024-05-19,15.009,115.665,33.61,1.94
2024-05-20,15.039,114.55,33.646,1.936
2024-05-21,15.027,113.436,33.68,1.932
2024-05-22,14.66,112.325,33.712,1.928
2024-05-23,14.533,111.216,33.743,1.924
2024-05-24,14.835,110.109,33.772,1.921
2024-05-25,14.848,109.006,33.8,1.917
2024-05-26,14.816,107.905,33.825,1.914
2024-05-27,15.074,106.808,33.849,1.91
2024-05-28,14.702,105.716,33.871,1.907
2024-05-29,14.673,104.627,33.892,1.904
2024-05-30,14.503,103.543,33.91,1.901
2024-05-31,14.519,102.464,33.927,1.897
2024-06-01,14.533,101.39,33.942,1.894
2024-06-02,14.923,100.321,33.956,1.892
2024-06-03,14.972,99.258,33.967,1.889
2024-06-04,14.796,98.202,33.977,1.886
2024-06-05,14.464,97.152,33.985,1.883
2024-06-06,14.471,96.108,33.992,1.881
2024-06-07,14.45,95.072,33.996,1.879
2024-06-08,14.64,94.043,33.999,1.876
2024-06-09,14.76,93.022,34.0,1.874
2024-06-10,14.697,92.009,33.999,1.872
2024-06-11,14.538,91.004,33.997,1.87
2024-06-12,14.607,90.007,33.992,1.868
2024-06-13,14.278,89.02,33.986,1.866
2024-06-14,14.358,88.041,33.978,1.864
2024-06-15,14.495,87.072,33.969,1.863
2024-06-16,14.509,86.113,33.957,1.861
2024-06-17,14.642,85.164,33.944,1.86
2024-06-18,14.547,84.225,33.929,1.858
2024-06-19,14.551,83.297,33.913,1.857
2024-06-20,14.203,82.38,33.894,1.856
2024-06-21,14.462,81.473,33.874,1.855
2024-06-22,14.448,80.579,33.852,1.854
2024-06-23,14.411,79.695,33.829,1.853
2024-06-24,14.529,78.824,33.803,1.852
2024-06-25,14.475,77.965,33.776,1.852
2024-06-26,14.35,77.119,33.747,1.851
2024-06-27,14.003,76.285,33.717,1.851
2024-06-28,14.216,75.464,33.685,1.85
2024-06-29,14.278,74.656,33.651,1.85
2024-06-30,14.526,73.861,33.615,1.85
2024-07-01,14.316,73.081,33.578,1.85
2024-07-02,14.404,72.314,33.539,1.85
2024-07-03,14.188,71.561,33.499,1.85
2024-07-04,13.999,70.823,33.457,1.851
2024-07-05,14.115,70.099,33.413,1.851
2024-07-06,14.21,69.39,33.368,1.851
2024-07-07,14.332,68.696,33.321,1.852
2024-07-08,14.36,68.017,33.272,1.853
2024-07-09,14.241,67.353,33.222,1.854
2024-07-10,14.16,66.705,33.171,1.855
2024-07-11,13.987,66.073,33.117,1.856
2024-07-12,14.099,65.457,33.063,1.857
2024-07-13,14.108,64.857,33.007,1.858
2024-07-14,14.088,64.273,32.949,1.859
2024-07-15,14.149,63.706,32.89,1.861
2024-07-16,14.102,63.155,32.829,1.862
2024-07-17,14.012,62.621,32.767,1.864
2024-07-18,13.684,62.104,32.704,1.866
2024-07-19,13.771,61.605,32.639,1.867
2024-07-20,14.036,61.122,32.573,1.869
2024-07-21,13.932,60.657,32.506,1.871
2024-07-22,13.93,60.21,32.437,1.873
2024-07-23,13.981,59.78,32.367,1.876
2024-07-24,13.991,59.368,32.295,1.878
2024-07-25,13.737,58.974,32.223,1.88
2024-07-26,13.889,58.598,32.149,1.883
2024-07-27,13.962,58.24,32.073,1.885
2024-07-28,13.858,57.901,31.997,1.888
2024-07-29,14.077,57.58,31.92,1.891
2024-07-30,13.858,57.277,31.841,1.894
2024-07-31,13.831,56.993,31.761,1.897
2024-08-01,13.714,56.728,31.68,1.9
2024-08-02,13.583,56.481,31.598,1.903
2024-08-03,13.606,56.253,31.515,1.906
2024-08-04,14.015,56.044,31.431,1.909
2024-08-05,13.734,55.854,31.345,1.913
2024-08-06,13.937,55.683,31.259,1.916
2024-08-07,13.756,55.531,31.172,1.92
2024-08-08,13.613,55.398,31.084,1.924
2024-08-09,13.721,55.284,30.995,1.927
2024-08-10,13.821,55.189,30.905,1.931
2024-08-11,13.867,55.113,30.814,1.935
2024-08-12,13.726,55.057,30.723,1.939
2024-08-13,13.786,55.02,30.631,1.943
2024-08-14,13.364,55.002,30.537,1.947
2024-08-15,13.459,55.003,30.443,1.951
2024-08-16,13.447,55.024,30.349,1.956
2024-08-17,13.632,55.063,30.254,1.96
2024-08-18,13.738,55.122,30.158,1.964
2024-08-19,13.724,55.201,30.061,1.969
2024-08-20,13.718,55.298,29.964,1.973
2024-08-21,13.62,55.414,29.866,1.978
2024-08-22,13.229,55.55,29.768,1.983
2024-08-23,13.293,55.705,29.669,1.987
2024-08-24,13.325,55.878,29.569,1.992
2024-08-25,13.742,56.071,29.469,1.997
2024-08-26,13.645,56.283,29.369,2.002
2024-08-27,13.682,56.513,29.268,2.007
2024-08-28,13.293,56.762,29.167,2.012
2024-08-29,13.146,57.03,29.066,2.017
2024-08-30,13.441,57.317,28.964,2.022
2024-08-31,13.58,57.622,28.862,2.028
2024-09-01,13.471,57.946,28.76,2.033
2024-09-02,13.53,58.288,28.657,2.038
2024-09-03,13.345,58.648,28.555,2.044
2024-09-04,13.497,59.026,28.452,2.049
2024-09-05,13.178,59.423,28.349,2.054
2024-09-06,13.268,59.837,28.246,2.06
2024-09-07,13.236,60.269,28.143,2.065
2024-09-08,13.631,60.719,28.039,2.071
2024-09-09,13.384,61.186,27.936,2.077
2024-09-10,13.411,61.671,27.833,2.082
2024-09-11,13.353,62.173,27.73,2.088
2024-09-12,13.293,62.692,27.627,2.094
2024-09-13,13.39,63.228,27.524,2.099
2024-09-14,13.312,63.781,27.421,2.105
2024-09-15,13.541,64.351,27.318,2.111
2024-09-16,13.354,64.937,27.216,2.117
2024-09-17,13.363,65.539,27.114,2.123
2024-09-18,13.115,66.157,27.012,2.129
2024-09-19,13.171,66.792,26.91,2.135
2024-09-20,13.167,67.442,26.809,2.14
2024-09-21,13.477,68.108,26.708,2.146
2024-09-22,13.26,68.789,26.607,2.152
2024-09-23,13.408,69.485,26.507,2.158
2024-09-24,13.351,70.196,26.407,2.164
2024-09-25,13.402,70.922,26.308,2.17
2024-09-26,13.284,71.662,26.209,2.176
2024-09-27,13.04,72.417,26.111,2.182
2024-09-28,13.367,73.185,26.013,2.188
2024-09-29,13.432,73.968,25.916,2.194
2024-09-30,13.616,74.764,25.82,2.2
2024-10-01,13.312,75.574,25.724,2.206
2024-10-02,13.196,76.397,25.629,2.212
2024-10-03,13.04,77.232,25.534,2.218
2024-10-04,13.045,78.081,25.441,2.224
2024-10-05,13.424,78.941,25.348,2.23
2024-10-06,13.4,79.814,25.256,2.236
2024-10-07,13.505,80.699,25.164,2.242
2024-10-08,13.418,81.595,25.074,2.248
2024-10-09,13.274,82.503,24.984,2.254
2024-10-10,12.987,83.422,24.895,2.26
2024-10-11,13.294,84.352,24.807,2.266
2024-10-12,13.218,85.292,24.72,2.272
2024-10-13,13.296,86.242,24.634,2.278
2024-10-14,13.485,87.203,24.55,2.284
2024-10-15,13.229,88.173,24.466,2.29
2024-10-16,13.353,89.153,24.383,2.295
2024-10-17,13.075,90.141,24.301,2.301
2024-10-18,13.111,91.139,24.22,2.307
2024-10-19,13.468,92.145,24.141,2.313
2024-10-20,13.395,93.159,24.062,2.318
2024-10-21,13.363,94.182,23.985,2.324
2024-10-22,13.558,95.212,23.909,2.33
2024-10-23,13.11,96.249,23.834,2.335
2024-10-24,13.343,97.293,23.76,2.341
2024-10-25,13.12,98.344,23.688,2.346
2024-10-26,13.238,99.402,23.617,2.352
2024-10-27,13.405,100.465,23.547,2.357
2024-10-28,13.413,101.534,23.478,2.362
2024-10-29,13.514,102.609,23.411,2.368
2024-10-30,13.162,103.689,23.345,2.373
2024-10-31,13.084,104.774,23.281,2.378
2024-11-01,13.4,105.863,23.218,2.383
2024-11-02,13.326,106.956,23.156,2.389
2024-11-03,13.482,108.054,23.096,2.394
2024-11-04,13.465,109.155,23.037,2.399
2024-11-05,13.348,110.259,22.98,2.403
2024-11-06,13.475,111.366,22.924,2.408
2024-11-07,13.325,112.475,22.87,2.413
2024-11-08,13.442,113.587,22.817,2.418
2024-11-09,13.471,114.7,22.766,2.423
2024-11-10,13.706,115.815,22.716,2.427
2024-11-11,13.65,116.932,22.668,2.432
2024-11-12,13.433,118.049,22.622,2.436
2024-11-13,13.454,119.167,22.577,2.441
2024-11-14,13.542,120.285,22.533,2.445
2024-11-15,13.257,121.403,22.492,2.449
2024-11-16,13.651,122.521,22.451,2.453
2024-11-17,13.809,123.638,22.413,2.458
2024-11-18,13.725,124.754,22.376,2.462
2024-11-19,13.632,125.868,22.341,2.466
2024-11-20,13.695,126.981,22.308,2.469
2024-11-21,13.3,128.091,22.276,2.473
2024-11-22,13.491,129.199,22.246,2.477
2024-11-23,13.592,130.305,22.217,2.481
2024-11-24,13.824,131.407,22.191,2.484
2024-11-25,13.794,132.506,22.166,2.488
2024-11-26,13.876,133.602,22.143,2.491
2024-11-27,13.458,134.693,22.121,2.494
2024-11-28,13.392,135.78,22.101,2.498
2024-11-29,13.623,136.862,22.083,2.501
2024-11-30,13.558,137.94,22.067,2.504
2024-12-01,13.763,139.012,22.052,2.507
2024-12-02,13.934,140.078,22.04,2.509
2024-12-03,13.836,141.139,22.029,2.512
2024-12-04,13.638,142.193,22.02,2.515
2024-12-05,13.812,143.24,22.012,2.517
2024-12-06,13.687,144.281,22.006,2.52
2024-12-07,13.79,145.315,22.003,2.522
2024-12-08,13.976,146.341,22.0,2.525
2024-12-09,13.836,147.359,22.0,2.527
2024-12-10,13.986,148.369,22.002,2.529
2024-12-11,13.924,149.371,22.005,2.531
2024-12-12,13.785,150.364,22.01,2.533
2024-12-13,13.87,151.348,22.016,2.535
2024-12-14,13.984,152.323,22.025,2.536
2024-12-15,13.934,153.288,22.035,2.538
2024-12-16,14.062,154.244,22.047,2.54
2024-12-17,13.915,155.189,22.061,2.541
2024-12-18,13.839,156.124,22.077,2.542
2024-12-19,13.814,157.048,22.094,2.543
2024-12-20,13.844,157.961,22.113,2.545
2024-12-21,13.861,158.863,22.134,2.546
2024-12-22,14.112,159.754,22.156,2.546
2024-12-23,14.242,160.633,22.181,2.547
2024-12-24,14.07,161.499,22.207,2.548
2024-12-25,13.875,162.354,22.234,2.549
2024-12-26,14.086,163.196,22.264,2.549
2024-12-27,13.822,164.025,22.295,2.549
2024-12-28,14.229,164.841,22.328,2.55
2024-12-29,14.096,165.644,22.362,2.55
2024-12-30,14.141,166.433,22.398,2.55
2024-12-31,14.306,167.209,22.436,2.55
