date,groundwater_level,rainfall_mm,temperature_c
2020-01-05,79.07,0.01,13.25
2020-01-06,79.02,0.0,13.4
2020-01-07,78.92,0.01,13.12
2020-01-08,78.87,0.13,10.81
2020-01-09,78.83,1.34,10.55
2020-01-10,78.89,0.01,10.52
2020-01-11,78.86,0.23,10.12
2020-01-12,78.8,0.06,10.43
2020-01-13,78.78,0.04,10.6
2020-01-14,78.74,0.03,10.23
2020-01-15,78.64,0.03,11.81
2020-01-16,78.65,0.54,9.89
2020-01-17,78.67,2.01,10.65
2020-01-18,78.61,0.0,11.41
2020-01-19,78.55,0.0,13.35
2020-01-20,78.49,1.88,13.11
2020-01-21,78.5,1.5,11.24
2020-01-22,78.51,0.05,12.29
2020-01-23,78.46,0.0,13.88
2020-01-24,78.43,0.04,15.61
2020-01-25,78.44,0.01,14.64
2020-01-26,78.48,0.0,11.03
2020-01-27,78.5,0.0,13.1
2020-01-28,78.41,0.0,14.38
2020-01-29,78.38,0.0,12.93
2020-01-30,78.43,0.0,13.78
2020-01-31,78.5,0.0,14.94
2020-02-01,78.52,0.0,15.37
2020-02-02,78.49,0.03,13.66
2020-02-03,78.45,0.05,10.5
2020-02-04,78.53,0.0,6.95
2020-02-05,78.63,0.0,8.69
2020-02-06,78.63,0.01,10.74
2020-02-07,78.61,0.0,13.31
2020-02-08,78.58,0.11,13.06
2020-02-09,78.55,2.76,9.98
2020-02-10,78.53,13.71,9.01
2020-02-11,78.59,0.01,11.01
2020-02-12,78.54,0.0,11.31
2020-02-13,78.49,0.0,12.3
2020-02-14,78.44,0.0,13.0
2020-02-15,78.44,0.0,13.33
2020-02-16,78.41,0.0,13.55
2020-02-17,78.35,0.0,13.88
2020-02-18,78.35,0.13,13.64
2020-02-19,78.39,0.04,13.45
2020-02-20,78.44,0.0,15.5
2020-02-21,78.44,0.05,15.54
2020-02-22,78.47,3.78,11.83
2020-02-23,78.59,1.07,12.15
2020-02-24,78.6,0.14,14.56
2020-02-25,78.63,0.0,15.97
2020-02-26,78.68,0.0,13.93
2020-02-27,78.7,0.0,16.4
2020-02-28,78.72,0.01,16.82
2020-02-29,78.75,0.49,12.64
2020-03-01,78.79,0.91,10.41
2020-03-02,78.78,4.66,10.45
2020-03-03,78.88,0.01,14.6
2020-03-04,79.01,0.0,14.51
2020-03-05,79.08,0.0,16.63
2020-03-06,79.08,0.06,14.6
2020-03-07,79.12,0.45,12.12
2020-03-08,79.17,0.5,12.15
2020-03-09,79.26,11.09,13.82
2020-03-10,79.26,16.06,15.07
2020-03-11,79.26,1.33,14.72
2020-03-12,79.23,12.89,12.93
2020-03-13,79.24,9.54,12.42
2020-03-14,79.32,1.17,12.89
2020-03-15,79.35,0.99,12.67
2020-03-16,79.32,3.08,11.91
2020-03-17,79.29,3.96,10.88
2020-03-18,79.22,11.88,9.28
2020-03-19,79.3,3.96,10.63
2020-03-20,79.32,0.58,11.28
2020-03-21,78.98,0.11,12.74
2020-03-22,78.29,5.46,13.53
2020-03-23,77.45,2.87,12.87
2020-03-24,76.53,0.12,12.35
2020-03-25,75.75,2.06,11.37
2020-03-26,75.27,3.9,10.19
2020-03-27,75.0,3.88,10.4
2020-03-28,74.79,0.05,11.35
2020-03-29,74.74,0.05,12.07
2020-03-30,74.73,0.07,14.76
2020-03-31,74.65,0.0,16.4
2020-04-01,74.64,0.16,14.76
2020-04-02,74.72,0.14,12.38
2020-04-03,74.84,0.04,12.53
2020-04-04,74.92,0.04,12.01
2020-04-05,75.03,0.81,11.82
2020-04-06,75.16,8.09,12.78
2020-04-07,75.23,8.92,12.83
2020-04-08,75.32,11.88,10.13
2020-04-09,75.45,8.86,11.18
2020-04-10,75.33,24.98,10.73
2020-04-11,75.38,0.29,13.14
2020-04-12,75.54,0.52,12.27
2020-04-13,75.72,0.54,12.54
2020-04-14,75.9,0.05,15.85
2020-04-15,76.11,0.01,17.72
2020-04-16,76.3,0.01,15.54
2020-04-17,76.55,1.29,12.91
2020-04-18,76.86,1.99,12.76
2020-04-19,77.17,1.04,13.26
2020-04-20,77.45,1.07,13.74
2020-04-21,77.76,0.05,14.6
2020-04-22,78.02,0.01,18.73
2020-04-23,78.24,0.0,19.99
2020-04-24,78.48,0.0,23.87
2020-04-25,78.72,0.0,23.49
2020-04-26,79.0,0.0,21.87
2020-04-27,79.27,0.01,18.38
2020-04-28,79.55,0.01,20.19
2020-04-29,79.81,0.03,19.41
2020-04-30,80.06,0.0,17.42
2020-05-01,80.29,0.0,17.39
2020-05-02,80.57,0.0,17.54
2020-05-03,80.85,0.0,17.14
2020-05-04,81.05,0.0,19.35
2020-05-05,81.22,0.0,22.42
2020-05-06,81.44,0.03,23.61
2020-05-07,81.68,0.0,22.11
2020-05-08,81.94,0.0,20.99
2020-05-09,82.28,0.0,19.57
2020-05-10,82.61,0.02,17.44
2020-05-11,82.96,0.05,15.91
2020-05-12,83.28,0.35,16.02
2020-05-13,83.6,0.23,15.22
2020-05-14,83.94,0.05,16.48
2020-05-15,84.25,0.14,17.28
2020-05-16,84.55,0.06,18.9
2020-05-17,84.83,0.05,17.44
2020-05-18,85.19,0.46,16.91
2020-05-19,85.48,0.03,14.79
2020-05-20,85.8,0.01,16.35
2020-05-21,86.06,0.0,18.28
2020-05-22,86.34,0.01,16.47
2020-05-23,86.62,0.0,15.63
2020-05-24,86.92,0.01,18.35
2020-05-25,87.18,0.01,20.96
2020-05-26,87.45,0.0,22.4
2020-05-27,87.7,0.0,21.79
2020-05-28,87.98,0.0,19.37
2020-05-29,88.24,0.0,16.96
2020-05-30,88.55,0.04,17.0
2020-05-31,88.81,0.0,17.97
2020-06-01,89.05,0.0,20.52
2020-06-02,89.28,0.05,20.01
2020-06-03,89.48,0.05,23.27
2020-06-04,89.66,0.4,18.53
2020-06-05,89.87,0.17,16.85
2020-06-06,90.1,0.49,16.82
2020-06-07,90.31,0.07,16.61
2020-06-08,90.5,0.0,19.88
2020-06-09,90.69,5.6,22.96
2020-06-10,90.84,67.25,23.62
2020-06-11,91.03,37.21,21.85
2020-06-12,91.24,102.84,17.11
2020-06-13,91.39,36.26,16.66
2020-06-14,91.49,9.99,17.26
2020-06-15,91.64,0.0,18.1
2020-06-16,91.77,0.0,16.41
2020-06-17,91.84,0.0,16.31
2020-06-18,91.81,0.0,16.01
2020-06-19,91.83,0.01,16.41
2020-06-20,91.89,0.24,16.64
2020-06-21,91.9,0.2,17.28
2020-06-22,91.96,0.13,19.41
2020-06-23,92.06,0.11,19.6
2020-06-24,92.26,0.1,17.92
2020-06-25,92.41,0.02,17.96
2020-06-26,92.41,0.0,19.68
2020-06-27,92.39,0.02,18.67
2020-06-28,92.38,0.22,16.79
2020-06-29,92.41,0.21,16.18
2020-06-30,92.46,0.05,18.42
2020-07-01,92.52,0.0,17.74
2020-07-02,92.65,0.0,18.43
2020-07-03,92.77,0.0,21.7
2020-07-04,92.91,0.0,22.85
2020-07-05,93.01,0.0,23.78
2020-07-06,93.11,0.0,23.55
2020-07-07,93.23,0.0,22.37
2020-07-08,93.35,0.0,20.5
2020-07-09,93.49,0.0,20.74
2020-07-10,93.65,0.0,24.01
2020-07-11,93.81,0.0,25.95
2020-07-12,93.9,0.0,26.16
2020-07-15,94.13,0.0,19.72
2020-07-16,94.19,0.0,19.63
2020-07-17,94.27,0.0,19.89
2020-07-18,94.35,0.0,21.75
2020-07-19,94.43,0.0,22.71
2020-07-20,94.46,0.0,20.28
2020-07-21,94.53,0.0,19.19
2020-07-22,94.59,0.0,18.33
2020-07-23,94.66,0.0,17.15
2020-07-24,94.68,0.0,18.21
2020-07-25,94.65,0.0,19.79
2020-07-26,94.65,0.0,21.85
2020-07-27,94.65,0.0,20.79
2020-07-28,94.66,0.0,19.86
2020-07-29,94.71,0.0,21.22
2020-07-30,94.74,0.0,25.02
2020-07-31,94.76,0.0,27.12
2020-08-01,94.81,0.0,25.91
2020-08-02,94.82,0.0,22.63
2020-08-03,94.81,0.0,23.56
2020-08-04,94.82,0.0,21.65
2020-08-05,94.83,0.0,19.13
2020-08-06,94.83,0.0,18.32
2020-08-07,94.85,0.0,19.51
2020-08-08,94.81,0.0,20.77
2020-08-09,94.73,0.01,21.42
2020-08-10,94.6,0.0,21.14
2020-08-11,94.43,0.0,22.49
2020-08-12,94.26,0.0,24.57
2020-08-13,94.05,0.0,26.17
2020-08-14,93.84,0.0,27.78
2020-08-15,93.63,0.01,27.57
2020-08-16,93.48,0.01,25.56
2020-08-17,93.29,0.0,27.09
2020-08-18,93.12,0.01,29.09
2020-08-19,92.94,0.02,27.92
2020-08-20,92.76,0.06,26.53
2020-08-21,92.65,0.09,26.5
2020-08-22,92.59,0.01,26.21
2020-08-23,92.55,0.0,25.05
2020-08-24,92.48,0.01,24.97
2020-08-25,92.42,0.0,25.19
2020-08-26,92.37,0.0,25.56
2020-08-27,92.35,0.0,26.95
2020-08-28,92.45,0.0,24.9
2020-08-29,92.52,0.0,22.6
2020-08-30,92.61,0.0,20.6
2020-08-31,92.71,0.01,20.33
2020-09-01,92.83,0.0,20.28
2020-09-02,92.98,0.0,21.61
2020-09-03,93.1,0.0,23.09
2020-09-04,93.18,0.0,26.4
2020-09-05,93.26,0.0,31.8
2020-09-06,93.29,0.0,31.42
2020-09-07,93.24,0.0,25.43
2020-09-08,93.21,0.01,22.67
2020-09-09,93.24,0.0,23.92
2020-09-10,93.28,0.0,24.95
2020-09-11,93.27,0.0,25.0
2020-09-12,93.25,0.0,23.97
2020-09-13,93.3,0.0,23.3
2020-09-14,93.3,0.0,24.23
2020-09-15,93.3,0.0,25.87
2020-09-16,93.28,0.0,25.89
2020-09-17,93.29,0.0,26.68
2020-09-18,93.29,0.0,27.52
2020-09-19,93.3,0.0,24.65
2020-09-20,93.32,0.0,21.64
2020-09-21,93.36,0.0,22.04
2020-09-22,93.39,0.0,22.62
2020-09-23,93.42,0.0,22.8
2020-09-24,93.42,0.0,22.67
2020-09-25,93.47,0.0,20.39
2020-09-26,93.5,0.0,19.94
2020-09-27,93.54,0.0,21.66
2020-09-28,93.6,0.0,24.48
2020-09-29,93.64,0.0,28.16
2020-09-30,93.68,0.0,29.66
2020-10-01,93.72,0.0,27.59
2020-10-02,93.75,0.01,26.91
2020-10-03,93.78,0.0,25.9
2020-10-04,93.84,0.0,25.52
2020-10-05,93.87,0.0,26.25
2020-10-06,93.83,0.0,24.26
2020-10-07,93.76,0.01,21.27
2020-10-08,93.71,0.0,17.47
2020-10-09,93.59,0.0,17.92
2020-10-10,93.43,0.01,18.3
2020-10-11,93.26,0.08,19.66
2020-10-12,93.08,0.0,24.48
2020-10-13,92.96,0.0,26.86
2020-10-14,92.9,0.0,25.26
2020-10-15,92.85,0.0,26.01
2020-10-16,92.8,0.01,26.17
2020-10-17,92.82,0.0,23.53
2020-10-18,92.83,0.0,21.19
2020-10-19,92.81,0.0,19.99
2020-10-20,92.79,0.0,19.03
2020-10-21,92.8,0.0,18.23
2020-10-22,92.87,0.02,15.96
2020-10-23,92.94,0.04,16.44
2020-10-24,93.0,0.05,15.69
2020-10-25,93.03,1.04,15.68
2020-10-26,93.1,0.09,14.7
2020-10-27,93.15,0.0,16.03
2020-10-28,93.19,0.0,17.98
2020-10-29,93.21,0.0,19.43
2020-10-30,93.16,0.0,20.51
2020-10-31,93.13,0.0,21.16
2020-11-01,93.11,0.04,21.91
2020-11-02,93.0,0.11,19.39
2020-11-03,92.91,0.0,17.79
2020-11-04,92.82,0.02,22.09
2020-11-05,92.65,0.1,23.57
2020-11-06,92.51,1.08,17.51
2020-11-07,92.45,5.9,12.57
2020-11-08,92.43,7.02,11.99
2020-11-09,92.45,1.04,11.36
2020-11-10,92.38,0.0,11.87
2020-11-11,92.32,0.0,13.69
2020-11-12,92.31,0.0,13.94
2020-11-13,92.31,0.0,13.16
2020-11-14,92.3,0.0,15.0
2020-11-15,92.28,0.0,17.85
2020-11-16,92.22,0.0,19.24
2020-11-17,92.2,0.21,17.88
2020-11-18,92.22,0.0,14.09
2020-11-19,92.17,0.0,15.69
2020-11-20,92.08,0.0,18.01
2020-11-21,91.99,0.0,18.59
2020-11-22,91.87,0.0,15.86
2020-11-23,91.77,0.0,12.84
2020-11-24,91.72,0.0,13.87
2020-11-25,91.61,0.0,13.11
2020-11-26,91.49,0.0,13.18
2020-11-27,91.41,0.0,11.99
2020-11-28,91.24,0.0,12.87
2020-11-29,91.07,0.0,14.21
2020-11-30,90.82,0.0,15.97
2020-12-01,90.52,0.0,16.05
2020-12-02,90.27,0.0,15.4
2020-12-03,90.08,0.0,12.54
2020-12-04,89.85,0.0,13.03
2020-12-05,89.68,0.0,13.24
2020-12-06,89.48,0.0,15.14
2020-12-07,89.3,0.0,15.33
2020-12-08,89.18,0.0,16.46
2020-12-09,89.06,0.0,15.32
2020-12-10,88.98,0.01,12.65
2020-12-11,88.83,0.0,10.82
2020-12-12,88.64,0.2,10.59
2020-12-13,88.57,0.0,12.05
2020-12-14,88.45,0.29,11.15
2020-12-15,88.39,0.0,11.59
2020-12-16,88.27,0.0,12.84
2020-12-17,88.18,0.31,11.56
2020-12-18,88.17,0.01,12.31
2020-12-19,88.16,0.01,12.76
2020-12-20,88.07,0.0,15.41
2020-12-21,87.97,0.09,15.76
2020-12-22,87.97,0.08,13.13
2020-12-23,87.97,0.08,13.0
2020-12-24,87.94,0.1,13.02
2020-12-25,87.9,0.0,14.46
2020-12-26,87.84,0.02,14.32
2020-12-27,87.76,1.47,11.41
2020-12-28,87.69,12.89,10.54
2020-12-29,87.65,1.29,10.45
2020-12-30,87.56,0.01,11.26
2020-12-31,87.39,0.2,10.28
2021-01-01,87.37,0.0,11.51
2021-01-02,87.37,0.0,11.87
2021-01-03,87.29,0.0,10.95
2021-01-04,87.22,0.0,10.86
2021-01-05,87.17,0.02,12.26
2021-01-06,87.13,0.01,13.26
2021-01-07,87.06,0.02,14.72
2021-01-08,87.01,0.04,14.51
2021-01-09,86.96,0.02,13.15
2021-01-10,86.96,0.0,12.23
2021-01-11,86.92,0.0,11.83
2021-01-12,86.91,0.0,12.64
2021-01-13,86.82,0.0,14.45
2021-01-14,86.71,0.0,18.06
2021-01-15,86.62,0.0,18.26
2021-01-16,86.53,0.04,19.99
2021-01-17,86.53,0.01,18.64
2021-01-18,86.43,0.02,16.72
2021-01-19,86.4,0.59,13.27
2021-01-20,86.47,2.28,13.16
2021-01-21,86.51,0.59,13.76
2021-01-22,86.51,1.06,11.78
2021-01-23,86.47,5.86,9.8
2021-01-24,86.43,4.11,8.94
2021-01-25,86.39,11.63,8.3
2021-01-26,86.42,2.14,7.77
2021-01-27,86.52,0.0,8.71
2021-01-28,86.43,2.02,10.73
2021-01-29,86.38,15.66,10.08
2021-01-30,86.48,0.38,10.8
2021-01-31,86.49,0.0,12.56
2021-02-01,86.48,0.81,14.78
2021-02-02,86.49,0.02,16.02
2021-02-03,86.51,0.01,13.7
2021-02-04,86.51,0.01,12.15
2021-02-05,86.47,0.01,12.73
2021-02-06,86.43,0.0,15.27
2021-02-07,86.39,0.01,14.48
2021-02-08,86.39,0.03,11.55
2021-02-09,86.37,0.05,9.85
2021-02-10,86.25,0.05,10.54
2021-02-11,86.09,0.04,12.74
2021-02-12,85.99,1.48,11.39
2021-02-13,85.92,0.19,11.18
2021-02-14,85.91,0.01,11.74
2021-02-15,85.93,0.39,11.22
2021-02-16,85.91,0.88,11.78
2021-02-17,85.89,0.08,11.86
2021-02-18,85.92,0.0,10.93
2021-02-19,85.82,0.0,13.66
2021-02-20,85.78,0.01,11.64
2021-02-21,85.66,0.0,12.39
2021-02-22,85.34,0.0,14.73
2021-02-23,84.96,0.0,15.84
2021-02-24,84.6,0.01,13.9
2021-02-25,84.22,0.0,12.54
2021-02-26,83.88,0.0,13.65
2021-02-27,83.62,0.0,12.08
2021-02-28,83.39,0.0,11.86
2021-03-01,83.01,0.0,12.55
2021-03-02,82.61,0.0,12.86
2021-03-03,82.42,14.31,10.6
2021-03-04,82.3,0.75,13.13
2021-03-05,82.12,0.0,14.99
2021-03-06,81.99,0.11,12.69
2021-03-07,81.87,0.54,11.16
2021-03-08,81.74,0.19,11.47
2021-03-09,81.58,0.41,10.46
2021-03-10,81.37,10.51,9.85
2021-03-11,81.21,5.64,8.51
2021-03-12,81.09,1.59,8.28
2021-03-13,80.97,1.04,9.75
2021-03-14,80.76,0.17,10.08
2021-03-15,80.54,4.23,9.37
2021-03-16,80.43,0.36,9.23
2021-03-17,80.28,0.0,11.04
2021-03-18,80.14,0.03,12.25
2021-03-19,80.0,0.07,14.34
2021-03-20,79.85,0.2,12.62
2021-03-21,79.76,0.01,10.85
2021-03-22,79.6,0.01,12.19
2021-03-23,79.46,0.84,11.19
2021-03-24,79.36,0.01,12.39
2021-03-25,79.23,3.26,10.12
2021-03-26,79.18,1.2,10.98
2021-03-27,79.15,0.0,15.04
2021-03-28,79.0,0.0,19.13
2021-03-29,78.83,0.0,16.56
2021-03-30,78.78,0.01,15.07
2021-03-31,78.68,0.0,18.55
2021-04-01,78.59,0.0,18.75
2021-04-02,78.58,0.01,15.23
2021-04-03,78.55,0.0,15.99
2021-04-04,78.48,0.0,16.73
2021-04-05,78.39,0.09,14.21
2021-04-06,78.34,0.31,14.51
2021-04-07,78.29,0.01,16.97
2021-04-08,78.2,0.05,15.37
2021-04-09,78.12,0.21,15.89
2021-04-10,78.07,0.21,15.36
2021-04-11,78.01,0.03,13.21
2021-04-12,77.98,0.07,13.31
2021-04-13,77.96,0.12,11.72
2021-04-14,77.96,0.01,11.41
2021-04-15,77.94,0.0,11.88
2021-04-16,77.93,0.0,13.59
2021-04-17,77.94,0.02,15.11
2021-04-18,77.96,0.0,18.5
2021-04-19,78.06,0.0,19.59
2021-04-20,78.18,0.03,14.18
2021-04-21,78.34,0.19,12.31
2021-04-22,78.57,0.4,12.6
2021-04-23,78.83,0.18,12.85
2021-04-24,79.09,0.02,13.34
2021-04-25,79.33,0.04,13.22
2021-04-26,79.56,2.02,11.59
2021-04-27,79.81,0.23,12.1
2021-04-28,80.08,0.01,16.38
2021-04-29,80.3,0.0,21.86
2021-04-30,80.49,0.0,23.39
2021-05-01,80.66,0.05,16.62
2021-05-02,80.79,0.13,12.96
2021-05-03,80.94,0.11,16.65
2021-05-04,81.13,0.02,19.41
2021-05-05,81.28,0.01,20.51
2021-05-06,81.48,0.0,16.48
2021-05-07,81.64,0.0,14.51
2021-05-08,81.77,0.0,14.87
2021-05-09,81.95,0.0,14.67
2021-05-10,82.12,0.01,14.14
2021-05-11,82.26,0.0,17.33
2021-05-12,82.4,0.0,17.61
2021-05-13,82.55,0.0,16.18
2021-05-14,82.65,0.0,14.8
2021-05-15,82.77,0.02,13.59
2021-05-16,82.92,0.2,13.66
2021-05-17,83.05,0.2,14.67
2021-05-18,83.16,0.1,16.55
2021-05-19,83.22,0.04,15.74
2021-05-20,83.33,0.03,13.67
2021-05-21,83.49,0.0,13.5
2021-05-22,83.7,0.01,12.68
2021-05-23,83.88,0.01,16.44
2021-05-24,83.96,0.03,20.74
2021-05-25,84.01,0.04,21.7
2021-05-26,84.01,0.03,17.69
2021-05-27,83.83,0.03,15.02
2021-05-28,83.58,0.03,16.36
2021-05-29,83.36,0.07,14.04
2021-05-30,83.17,0.06,15.8
2021-05-31,82.99,0.01,18.76
2021-06-01,82.76,0.01,21.08
2021-06-02,82.57,0.01,20.26
2021-06-03,82.4,0.01,19.26
2021-06-04,82.24,0.02,18.45
2021-06-05,82.06,0.03,17.08
2021-06-06,81.91,0.07,15.38
2021-06-07,81.74,0.11,14.17
2021-06-08,81.64,0.09,16.05
2021-06-09,81.52,0.0,16.02
2021-06-10,81.36,0.0,16.67
2021-06-11,81.24,0.0,17.89
2021-06-12,81.16,0.0,20.01
2021-06-13,81.14,0.0,20.41
2021-06-14,81.06,0.0,23.59
2021-06-15,81.03,0.03,24.33
2021-06-16,80.99,0.01,23.85
2021-06-17,80.95,0.01,23.81
2021-06-18,80.91,0.03,21.54
2021-06-19,80.87,0.0,21.53
2021-06-20,80.87,0.05,22.27
2021-06-21,80.85,0.04,21.48
2021-06-22,80.78,0.03,21.97
2021-06-23,80.8,0.1,22.01
2021-06-24,80.78,0.05,18.58
2021-06-25,80.79,0.0,20.73
2021-06-26,80.8,0.0,22.76
2021-06-27,80.84,0.0,25.3
2021-06-28,80.89,0.0,24.18
2021-06-29,80.93,0.03,23.17
2021-06-30,81.04,0.02,22.75
2021-07-01,81.08,0.02,22.82
2021-07-02,81.02,0.0,23.91
2021-07-03,80.97,0.01,23.31
2021-07-04,80.94,0.0,22.37
2021-07-05,80.9,0.0,22.83
2021-07-06,80.87,0.0,22.06
2021-07-07,80.83,0.01,23.1
2021-07-08,80.87,0.0,24.61
2021-07-09,80.93,0.01,25.82
2021-07-10,80.98,0.0,24.51
2021-07-11,81.0,0.0,23.24
2021-07-12,81.03,0.01,22.3
2021-07-13,81.05,0.0,23.54
2021-07-14,81.07,0.0,23.23
2021-07-15,81.1,0.01,23.19
2021-07-16,81.08,0.01,22.88
2021-07-17,81.05,0.18,23.99
2021-07-18,81.0,0.47,26.03
2021-07-19,80.92,0.04,25.41
2021-07-20,80.8,0.0,25.76
2021-07-21,80.68,0.07,25.19
2021-07-22,80.65,0.05,23.38
2021-07-23,80.62,0.03,22.63
2021-07-24,80.57,0.04,21.96
2021-07-25,80.53,0.85,20.52
2021-07-26,80.47,4.52,22.38
2021-07-27,80.42,0.01,23.56
2021-07-28,80.33,0.0,24.41
2021-07-29,80.21,0.01,25.16
2021-07-30,80.14,0.01,25.03
2021-07-31,80.06,0.07,24.96
2021-08-01,79.97,0.03,25.13
2021-08-02,79.85,0.0,25.85
2021-08-03,79.71,0.0,25.87
2021-08-04,79.6,0.0,25.4
2021-08-05,79.53,0.0,24.15
2021-08-06,79.45,0.0,21.09
2021-08-07,79.38,0.0,20.45
2021-08-08,79.34,0.01,21.31
2021-08-09,79.3,0.01,23.0
2021-08-10,79.28,1.61,25.83
2021-08-11,79.26,1.33,25.81
2021-08-12,79.27,0.0,26.05
2021-08-13,79.29,0.0,24.8
2021-08-14,79.28,0.04,24.72
2021-08-15,79.23,0.01,25.21
2021-08-16,79.18,0.0,24.88
2021-08-17,79.19,0.0,22.87
2021-08-18,79.22,0.04,21.16
2021-08-19,79.22,0.01,20.01
2021-08-20,79.19,0.01,20.6
2021-08-21,79.27,0.04,19.44
2021-08-22,79.36,0.02,19.64
2021-08-23,79.45,0.01,19.51
2021-08-24,79.52,0.0,21.58
2021-08-25,79.55,0.0,24.86
2021-08-26,79.56,0.0,26.67
2021-08-27,79.54,0.0,26.48
2021-08-28,79.58,0.01,25.78
2021-08-29,79.59,0.65,25.53
2021-08-30,79.59,0.89,23.54
2021-08-31,79.59,0.26,21.13
2021-09-01,79.67,0.15,18.83
2021-09-02,79.81,0.01,19.76
2021-09-03,79.88,0.01,22.0
2021-09-04,79.96,0.0,25.83
2021-09-05,80.02,0.0,26.63
2021-09-06,80.1,0.05,24.37
2021-09-07,80.1,0.01,23.15
2021-09-08,80.1,0.0,24.73
2021-09-09,80.13,0.23,25.68
2021-09-10,80.16,0.11,25.79
2021-09-11,80.15,0.02,26.5
2021-09-12,80.13,0.0,26.0
2021-09-13,80.09,0.0,24.3
2021-09-14,80.07,0.0,21.74
2021-09-15,80.02,0.0,19.8
2021-09-16,79.95,0.01,17.91
2021-09-17,80.0,0.01,18.77
2021-09-18,79.99,0.0,19.07
2021-09-19,79.96,0.0,17.86
2021-09-20,79.94,0.0,21.23
2021-09-21,79.96,0.0,26.15
2021-09-22,79.9,0.0,27.14
2021-09-23,79.86,0.03,23.68
2021-09-24,79.85,1.93,21.22
2021-09-25,79.88,0.2,20.37
2021-09-26,79.89,0.13,18.51
2021-09-27,79.85,0.23,17.23
2021-09-28,79.77,0.05,17.15
2021-09-29,79.73,0.03,18.63
2021-09-30,79.7,0.0,22.54
2021-10-01,79.69,0.0,23.88
2021-10-02,79.67,0.0,24.83
2021-10-03,79.66,0.0,24.79
2021-10-04,79.63,4.2,23.89
2021-10-05,79.61,4.59,19.34
2021-10-06,79.56,0.28,19.07
2021-10-07,79.5,0.8,17.1
2021-10-08,79.42,2.09,16.31
2021-10-09,79.33,0.02,16.17
2021-10-10,79.17,0.0,18.5
2021-10-11,79.0,0.05,15.19
2021-10-12,78.93,0.0,14.33
2021-10-13,78.83,0.0,15.68
2021-10-14,78.77,0.0,17.73
2021-10-15,78.66,0.0,19.31
2021-10-16,78.55,0.0,20.35
2021-10-17,78.51,0.01,17.26
2021-10-18,78.41,0.19,14.37
2021-10-19,78.37,0.0,14.32
2021-10-20,78.39,0.0,16.52
2021-10-21,78.51,0.0,18.04
2021-10-22,78.69,0.06,15.32
2021-10-23,78.91,0.35,14.64
2021-10-24,79.15,0.04,15.5
2021-10-25,79.48,4.23,14.57
2021-10-26,79.79,0.03,14.82
2021-10-27,80.13,0.0,19.3
2021-10-28,80.37,0.0,22.26
2021-10-29,80.52,0.0,21.41
2021-10-30,80.61,0.04,16.77
2021-10-31,80.65,0.02,15.49
2021-11-01,80.65,0.0,16.26
2021-11-02,80.59,0.01,15.7
2021-11-03,80.46,0.01,18.19
2021-11-04,80.33,0.0,19.38
2021-11-05,80.19,0.01,19.59
2021-11-06,80.07,0.01,16.3
2021-11-07,79.94,0.0,14.61
2021-11-08,79.86,0.0,14.43
2021-11-09,79.86,0.01,15.08
2021-11-10,79.83,0.02,18.25
2021-11-11,79.89,0.0,21.75
2021-11-12,79.95,0.0,22.64
2021-11-13,80.02,0.0,21.88
2021-11-14,80.1,0.0,22.36
2021-11-15,80.17,0.0,20.53
2021-11-16,80.19,0.05,15.99
2021-11-17,80.2,0.09,15.33
2021-11-18,80.22,0.0,16.78
2021-11-19,80.2,0.02,15.76
2021-11-20,80.16,0.01,15.05
2021-11-21,80.14,0.0,19.13
2021-11-22,80.05,0.0,18.88
2021-11-23,79.98,0.01,15.22
2021-11-24,79.93,0.02,15.44
2021-11-25,79.9,0.0,14.68
2021-11-26,79.76,0.0,16.61
2021-11-27,79.69,0.0,17.34
2021-11-28,79.6,0.0,18.25
2021-11-29,79.44,0.0,18.48
2021-11-30,79.32,0.0,18.78
2021-12-01,79.22,0.01,18.77
2021-12-02,79.12,0.09,16.22
2021-12-03,79.04,0.01,13.53
2021-12-04,79.01,0.05,13.29
2021-12-05,78.92,0.04,14.7
2021-12-06,78.82,0.06,15.41
2021-12-07,78.67,0.56,12.45
2021-12-08,78.56,0.48,13.99
2021-12-09,78.43,7.16,12.35
2021-12-10,78.41,0.35,10.82
2021-12-11,78.29,0.0,11.06
2021-12-12,78.17,0.01,11.39
2021-12-13,78.1,0.78,11.43
2021-12-14,77.92,27.96,11.31
2021-12-15,77.89,0.21,8.84
2021-12-16,77.77,0.39,9.59
2021-12-17,77.66,0.2,11.39
2021-12-18,77.6,0.0,10.94
2021-12-19,77.54,0.0,11.11
2021-12-20,77.49,0.0,12.29
2021-12-21,77.45,0.0,13.22
2021-12-22,77.38,0.0,14.17
2021-12-23,77.26,10.51,13.87
2021-12-24,77.21,25.86,12.42
2021-12-25,77.17,3.35,10.94
2021-12-26,77.11,2.94,9.99
2021-12-27,77.01,4.33,8.89
2021-12-28,76.92,6.0,9.42
2021-12-29,76.83,2.19,9.78
2021-12-30,76.72,2.11,11.73
2021-12-31,76.61,1.22,11.08
2022-01-01,76.71,0.01,10.01
2022-01-02,76.92,0.0,8.26
2022-01-03,77.1,0.0,9.46
2022-01-04,77.39,0.0,10.86
2022-01-05,77.62,0.0,13.08
2022-01-06,77.81,0.0,14.39
2022-01-07,77.92,0.08,11.77
2022-01-08,77.97,0.09,11.07
2022-01-09,78.08,0.0,12.43
2022-01-10,78.2,0.0,13.16
