date,groundwater_level
2021-06-27,80.84
2021-06-28,80.89
2021-06-29,80.93
2021-06-30,81.04
2021-07-01,81.08
2021-07-02,81.02
2021-07-03,80.97
2021-07-04,80.94
2021-07-05,80.9
2021-07-06,80.87
2021-07-07,80.83
2021-07-08,80.87
2021-07-09,80.93
2021-07-10,80.98
2021-07-11,81.0
2021-07-12,81.03
2021-07-13,81.05
2021-07-14,81.07
2021-07-15,81.1
2021-07-16,81.08
2021-07-17,81.05
2021-07-18,81.0
2021-07-19,80.92
2021-07-20,80.8
2021-07-21,80.68
2021-07-22,80.65
2021-07-23,80.62
2021-07-24,80.57
2021-07-25,80.53
2021-07-26,80.47
2021-07-27,80.42
2021-07-28,80.33
2021-07-29,80.21
2021-07-30,80.14
2021-07-31,80.06
2021-08-01,79.97
2021-08-02,79.85
2021-08-03,79.71
2021-08-04,79.6
2021-08-05,79.53
2021-08-06,79.45
2021-08-07,79.38
2021-08-08,79.34
2021-08-09,79.3
2021-08-10,79.28
2021-08-11,79.26
2021-08-12,79.27
2021-08-13,79.29
2021-08-14,79.28
2021-08-15,79.23
2021-08-16,79.18
2021-08-17,79.19
2021-08-18,79.22
2021-08-19,79.22
2021-08-20,79.19
2021-08-21,79.27
2021-08-22,79.36
2021-08-23,79.45
2021-08-24,79.52
2021-08-25,79.55
2021-08-26,79.56
2021-08-27,79.54
2021-08-28,79.58
2021-08-29,79.59
2021-08-30,79.59
2021-08-31,79.59
2021-09-01,79.67
2021-09-02,79.81
2021-09-03,79.88
2021-09-04,79.96
2021-09-05,80.02
2021-09-06,80.1
2021-09-07,80.1
2021-09-08,80.1
2021-09-09,80.13
2021-09-10,80.16
2021-09-11,80.15
2021-09-12,80.13
2021-09-13,80.09
2021-09-14,80.07
2021-09-15,80.02
2021-09-16,79.95
2021-09-17,80.0
2021-09-18,79.99
2021-09-19,79.96
2021-09-20,79.94
2021-09-21,79.96
2021-09-22,79.9
2021-09-23,79.86
2021-09-24,79.85
2021-09-25,79.88
2021-09-26,79.89
2021-09-27,79.85
2021-09-28,79.77
2021-09-29,79.73
2021-09-30,79.7
2021-10-01,79.69
2021-10-02,79.67
2021-10-03,79.66
2021-10-04,79.63
2021-10-05,79.61
2021-10-06,79.56
2021-10-07,79.5
2021-10-08,79.42
2021-10-09,79.33
2021-10-10,79.17
2021-10-11,79.0
2021-10-12,78.93
2021-10-13,78.83
2021-10-14,78.77
2021-10-15,78.66
2021-10-16,78.55
2021-10-17,78.51
2021-10-18,78.41
2021-10-19,78.37
2021-10-20,78.39
2021-10-21,78.51
2021-10-22,78.69
2021-10-23,78.91
2021-10-24,79.15
2021-10-25,79.48
2021-10-26,79.79
2021-10-27,80.13
2021-10-28,80.37
2021-10-29,80.52
2021-10-30,80.61
2021-10-31,80.65
2021-11-01,80.65
2021-11-02,80.59
2021-11-03,80.46
2021-11-04,80.33
2021-11-05,80.19
2021-11-06,80.07
2021-11-07,79.94
2021-11-08,79.86
2021-11-09,79.86
2021-11-10,79.83
2021-11-11,79.89
2021-11-12,79.95
2021-11-13,80.02
2021-11-14,80.1
2021-11-15,80.17
2021-11-16,80.19
2021-11-17,80.2
2021-11-18,80.22
2021-11-19,80.2
2021-11-20,80.16
2021-11-21,80.14
2021-11-22,80.05
2021-11-23,79.98
2021-11-24,79.93
2021-11-25,79.9
2021-11-26,79.76
2021-11-27,79.69
2021-11-28,79.6
2021-11-29,79.44
2021-11-30,79.32
2021-12-01,79.22
2021-12-02,79.12
2021-12-03,79.04
2021-12-04,79.01
2021-12-05,78.92
2021-12-06,78.82
2021-12-07,78.67
2021-12-08,78.56
2021-12-09,78.43
2021-12-10,78.41
2021-12-11,78.29
2021-12-12,78.17
2021-12-13,78.1
2021-12-14,77.92
2021-12-15,77.89
2021-12-16,77.77
2021-12-17,77.66
2021-12-18,77.6
2021-12-19,77.54
2021-12-20,77.49
2021-12-21,77.45
2021-12-22,77.38
2021-12-23,77.26
2021-12-24,77.21
2021-12-25,77.17
2021-12-26,77.11
2021-12-27,77.01
2021-12-28,76.92
2021-12-29,76.83
2021-12-30,76.72
2021-12-31,76.61
2022-01-01,76.71
2022-01-02,76.92
2022-01-03,77.1
2022-01-04,77.39
2022-01-05,77.62
2022-01-06,77.81
2022-01-07,77.92
2022-01-08,77.97
2022-01-09,78.08
2022-01-10,78.2
2022-01-11,78.15
2022-01-12,78.08
2022-01-13,77.95
2022-01-14,77.82
2022-01-15,77.71
2022-01-16,77.56
2022-01-17,77.42
2022-01-18,77.29
2022-01-19,77.19
2022-01-20,77.06
2022-01-21,76.87
2022-01-22,76.8
2022-01-23,76.82
2022-01-24,76.76
2022-01-25,76.76
2022-01-26,76.82
2022-01-27,76.9
2022-01-28,77.01
2022-01-29,77.03
2022-01-30,77.09
2022-01-31,77.14
2022-02-01,77.07
2022-02-02,77.13
2022-02-03,77.32
2022-02-04,77.46
2022-02-05,77.46
2022-02-06,77.47
2022-02-07,77.47
2022-02-08,77.38
2022-02-09,77.29
2022-02-10,77.25
2022-02-11,77.18
2022-02-12,77.17
2022-02-13,77.16
2022-02-14,77.03
2022-02-15,76.95
2022-02-16,76.94
2022-02-17,76.9
2022-02-18,76.68
2022-02-19,76.44
2022-02-20,76.29
2022-02-21,76.24
2022-02-22,76.16
2022-02-23,76.15
2022-02-24,76.28
2022-02-25,76.48
2022-02-26,76.78
2022-02-27,77.14
2022-02-28,77.46
2022-03-01,77.81
2022-03-02,78.15
2022-03-03,78.45
2022-03-04,78.77
2022-03-05,79.17
2022-03-06,79.5
2022-03-07,79.82
2022-03-08,80.06
2022-03-09,80.23
2022-03-10,80.28
2022-03-11,80.28
2022-03-12,80.11
2022-03-13,79.97
2022-03-14,79.79
2022-03-15,79.57
2022-03-16,79.48
2022-03-17,79.5
2022-03-18,79.6
2022-03-19,79.73
2022-03-20,79.85
2022-03-21,80.08
2022-03-22,80.23
2022-03-23,80.44
2022-03-24,80.65
2022-03-25,80.83
2022-03-26,81.0
2022-03-27,81.19
2022-03-28,81.41
2022-03-29,81.5
2022-03-30,81.8
2022-03-31,81.88
2022-04-01,81.95
2022-04-02,81.92
2022-04-03,81.85
2022-04-04,81.86
2022-04-05,81.89
2022-04-06,81.92
2022-04-07,82.05
2022-04-08,82.1
2022-04-09,82.17
2022-04-10,82.32
2022-04-11,82.47
2022-04-12,82.61
2022-04-13,82.72
2022-04-14,82.5
2022-04-15,82.33
2022-04-16,82.32
2022-04-17,82.29
2022-04-18,82.24
2022-04-19,82.24
2022-04-20,82.27
2022-04-21,82.33
2022-04-22,82.41
2022-04-23,82.47
2022-04-24,82.37
2022-04-25,82.19
2022-04-26,82.02
2022-04-27,81.92
2022-04-28,81.91
2022-04-29,81.99
2022-04-30,82.11
2022-05-01,82.24
2022-05-02,82.45
2022-05-03,82.55
2022-05-04,82.63
2022-05-05,82.65
2022-05-06,82.5
2022-05-07,82.3
2022-05-08,82.13
2022-05-09,81.92
2022-05-10,81.71
2022-05-11,81.52
2022-05-12,81.36
2022-05-13,81.31
2022-05-14,81.38
2022-05-15,81.49
2022-05-16,81.67
2022-05-17,81.86
2022-05-18,82.09
2022-05-19,82.33
2022-05-20,82.58
2022-05-21,82.91
2022-05-22,83.31
2022-05-23,83.64
2022-05-24,83.9
2022-05-25,84.19
2022-05-26,84.37
2022-05-27,84.39
2022-05-28,84.44
2022-05-29,84.51
2022-05-30,84.63
2022-05-31,84.77
2022-06-01,84.96
2022-06-02,85.16
2022-06-03,85.35
2022-06-04,85.51
2022-06-05,85.67
2022-06-06,85.83
2022-06-07,86.0
2022-06-08,86.23
2022-06-09,86.45
2022-06-10,86.69
2022-06-11,86.84
2022-06-12,86.78
2022-06-13,86.63
2022-06-14,86.4
2022-06-15,86.15
2022-06-16,85.92
2022-06-17,85.84
2022-06-18,85.84
2022-06-19,85.87
2022-06-20,85.94
2022-06-21,86.06
2022-06-22,86.24
2022-06-23,86.43
2022-06-24,86.64
2022-06-25,86.87
2022-06-26,87.13
2022-06-27,87.39
2022-06-28,87.62
2022-06-29,87.84
2022-06-30,88.06
2022-07-01,88.22
2022-07-02,88.28
2022-07-03,88.35
2022-07-04,88.44
2022-07-05,88.52
2022-07-06,88.56
2022-07-07,88.55
2022-07-08,88.51
2022-07-09,88.45
2022-07-10,88.38
2022-07-11,88.33
2022-07-12,88.3
2022-07-13,88.28
2022-07-14,88.24
2022-07-15,88.1
2022-07-16,87.94
2022-07-17,87.9
2022-07-18,87.87
2022-07-19,87.84
2022-07-20,87.81
2022-07-21,87.75
2022-07-22,87.69
2022-07-23,87.69
2022-07-24,87.7
2022-07-25,87.7
2022-07-26,87.75
2022-07-27,87.82
2022-07-28,87.88
2022-07-29,87.96
2022-07-30,88.02
2022-07-31,88.13
2022-08-01,88.18
2022-08-02,88.22
2022-08-03,88.25
2022-08-04,88.32
2022-08-05,88.35
2022-08-06,88.34
2022-08-07,88.37
2022-08-08,88.35
2022-08-09,88.35
2022-08-10,88.36
2022-08-11,88.35
2022-08-12,88.36
2022-08-13,88.42
2022-08-14,88.47
2022-08-15,88.51
2022-08-16,88.57
2022-08-17,88.68
2022-08-18,88.83
2022-08-19,88.85
2022-08-20,88.84
2022-08-21,88.83
2022-08-22,88.78
2022-08-23,88.74
2022-08-24,88.8
2022-08-25,88.91
2022-08-26,88.99
2022-08-27,89.07
2022-08-28,89.16
2022-08-29,89.31
2022-08-30,89.46
2022-08-31,89.58
2022-09-01,89.62
2022-09-02,89.66
2022-09-03,89.75
2022-09-04,89.84
2022-09-05,89.93
2022-09-06,90.06
2022-09-07,90.25
2022-09-08,90.31
2022-09-09,90.38
2022-09-10,90.6
2022-09-11,90.83
2022-09-12,90.97
2022-09-13,91.07
2022-09-14,91.15
2022-09-15,91.19
2022-09-16,91.21
2022-09-17,91.24
2022-09-18,91.32
2022-09-19,91.44
2022-09-20,91.54
2022-09-21,91.63
2022-09-22,91.69
2022-09-23,91.73
2022-09-24,91.78
2022-09-25,91.77
2022-09-26,91.72
2022-09-27,91.7
2022-09-28,91.68
2022-09-29,91.61
2022-09-30,91.52
2022-10-01,91.45
2022-10-02,91.39
2022-10-03,91.3
2022-10-04,91.2
2022-10-05,91.03
2022-10-06,90.74
2022-10-07,90.38
2022-10-08,90.1
2022-10-09,89.89
2022-10-10,89.73
2022-10-11,89.63
2022-10-12,89.55
2022-10-13,89.44
2022-10-14,89.33
2022-10-15,89.29
2022-10-16,89.29
2022-10-17,89.26
2022-10-18,89.27
2022-10-19,89.31
2022-10-20,89.37
2022-10-21,89.44
2022-10-22,89.53
2022-10-23,89.64
2022-10-24,89.86
2022-10-25,89.99
2022-10-26,90.08
2022-10-27,90.24
2022-10-28,90.43
2022-10-29,90.54
2022-10-30,90.61
2022-10-31,90.66
2022-11-01,90.73
2022-11-02,90.81
2022-11-03,90.84
2022-11-04,90.87
2022-11-05,90.76
2022-11-06,90.71
2022-11-07,90.68
2022-11-08,90.53
2022-11-09,90.47
2022-11-10,90.21
2022-11-11,89.9
2022-11-12,89.68
2022-11-13,89.51
2022-11-14,89.39
2022-11-15,89.27
2022-11-16,89.25
2022-11-17,89.18
2022-11-18,89.05
2022-11-19,89.02
2022-11-20,89.04
2022-11-21,89.05
2022-11-22,89.08
2022-11-23,89.17
2022-11-24,89.32
2022-11-25,89.5
2022-11-26,89.58
2022-11-27,89.68
2022-11-28,89.72
2022-11-29,89.81
2022-11-30,89.88
2022-12-01,89.92
2022-12-02,89.95
2022-12-03,89.96
2022-12-04,89.95
2022-12-05,89.91
2022-12-06,89.89
2022-12-07,89.89
2022-12-08,89.88
2022-12-09,89.8
2022-12-10,89.74
2022-12-11,89.61
2022-12-12,89.53
2022-12-13,89.55
2022-12-14,89.56
2022-12-15,89.51
2022-12-16,89.44
2022-12-17,89.36
2022-12-18,89.32
2022-12-19,89.34
2022-12-20,89.27
2022-12-21,89.16
2022-12-22,89.08
2022-12-23,89.03
2022-12-24,89.02
2022-12-25,88.93
2022-12-26,88.83
2022-12-27,88.74
2022-12-28,88.66
2022-12-29,88.65
2022-12-30,88.65
2022-12-31,88.51
2023-01-01,88.37
2023-01-02,88.38
2023-01-03,88.35
2023-01-04,88.29
2023-01-05,88.15
2023-01-06,87.85
2023-01-07,87.51
2023-01-08,87.1
2023-01-09,86.66
2023-01-10,86.3
2023-01-11,86.06
2023-01-12,85.86
2023-01-13,85.62
2023-01-14,85.33
2023-01-15,85.19
2023-01-16,85.05
2023-01-17,85.04
2023-01-18,85.18
2023-01-19,85.24
2023-01-20,85.28
2023-01-21,85.4
2023-01-22,85.36
2023-01-23,85.4
2023-01-24,85.58
2023-01-25,85.61
2023-01-26,85.6
2023-01-27,85.45
2023-01-28,85.42
2023-01-29,85.41
2023-01-30,85.4
2023-01-31,85.42
2023-02-01,85.51
2023-02-02,85.62
2023-02-03,85.64
2023-02-04,85.65
2023-02-05,85.72
2023-02-06,85.76
2023-02-07,85.83
2023-02-08,85.85
2023-02-09,85.83
2023-02-10,85.65
2023-02-11,85.55
2023-02-12,85.49
2023-02-13,85.47
2023-02-14,85.49
2023-02-15,85.5
2023-02-16,85.62
2023-02-17,85.56
2023-02-18,85.58
2023-02-19,85.6
2023-02-20,85.66
2023-02-21,85.59
2023-02-22,85.62
2023-02-23,85.72
2023-02-24,85.67
2023-02-25,85.47
2023-02-26,85.32
2023-02-27,85.01
2023-02-28,84.62
2023-03-01,84.27
2023-03-02,83.96
2023-03-03,83.55
2023-03-04,83.24
2023-03-05,82.92
2023-03-06,82.57
2023-03-07,82.17
2023-03-08,81.58
2023-03-09,80.82
2023-03-10,79.9
2023-03-11,79.16
2023-03-12,78.6
2023-03-13,78.2
2023-03-14,77.92
2023-03-15,77.65
2023-03-16,77.47
2023-03-17,77.28
2023-03-18,77.15
2023-03-19,77.05
2023-03-20,77.0
2023-03-21,76.92
2023-03-22,77.02
2023-03-23,77.16
2023-03-24,77.26
2023-03-25,77.3
2023-03-26,77.31
2023-03-27,77.34
2023-03-28,77.32
2023-03-29,77.25
2023-03-30,77.19
2023-03-31,77.18
2023-04-01,77.12
2023-04-02,77.04
2023-04-03,76.96
2023-04-04,76.97
2023-04-05,76.89
2023-04-06,76.82
2023-04-07,76.74
2023-04-08,76.68
2023-04-09,76.65
2023-04-10,76.63
2023-04-11,76.57
2023-04-12,76.44
2023-04-13,76.4
2023-04-14,76.35
2023-04-15,76.38
2023-04-16,76.35
2023-04-17,76.29
2023-04-18,76.25
2023-04-19,76.26
2023-04-20,76.2
2023-04-21,76.13
2023-04-22,76.08
2023-04-23,76.09
2023-04-24,76.12
2023-04-25,76.12
2023-04-26,76.13
2023-04-27,76.11
2023-04-28,76.11
2023-04-29,76.14
2023-04-30,76.12
2023-05-01,76.07
2023-05-02,76.07
2023-05-03,76.01
2023-05-04,75.96
2023-05-05,75.83
2023-05-06,75.69
2023-05-07,75.51
2023-05-08,75.35
2023-05-09,75.21
2023-05-10,75.1
2023-05-11,74.97
2023-05-12,74.87
2023-05-13,74.78
2023-05-14,74.75
2023-05-15,74.71
2023-05-16,74.61
2023-05-17,74.52
2023-05-18,74.47
2023-05-19,74.47
2023-05-20,74.41
2023-05-21,74.34
2023-05-22,74.26
2023-05-23,74.19
2023-05-24,74.13
2023-05-25,74.1
2023-05-26,74.07
2023-05-27,74.03
2023-05-28,73.99
2023-05-29,73.95
2023-05-30,73.88
2023-05-31,73.79
2023-06-01,73.78
2023-06-02,73.72
2023-06-03,73.66
2023-06-04,73.62
2023-06-05,73.58
2023-06-06,73.56
2023-06-07,73.55
2023-06-08,73.55
2023-06-09,73.49
2023-06-10,73.45
2023-06-11,73.43
2023-06-12,73.46
2023-06-13,73.52
2023-06-14,73.66
2023-06-15,73.89
2023-06-16,74.18
2023-06-17,74.55
2023-06-18,74.88
2023-06-19,75.28
2023-06-20,75.72
2023-06-21,76.12
2023-06-22,76.46
2023-06-23,76.83
2023-06-24,77.22
2023-06-25,77.66
2023-06-26,78.04
2023-06-27,78.4
2023-06-28,78.76
2023-06-29,79.11
2023-06-30,79.42
2023-07-01,79.68
2023-07-02,79.78
2023-07-03,79.71
2023-07-04,79.59
2023-07-05,79.25
2023-07-06,78.76
2023-07-07,78.29
2023-07-08,77.89
2023-07-09,77.44
2023-07-10,76.85
2023-07-11,76.17
2023-07-12,75.46
2023-07-13,74.69
2023-07-14,73.94
2023-07-15,73.2
2023-07-16,72.48
2023-07-17,71.78
2023-07-18,71.09
2023-07-19,70.44
2023-07-20,69.89
2023-07-21,69.52
2023-07-22,69.18
2023-07-23,68.84
2023-07-24,68.41
2023-07-25,67.92
2023-07-26,67.44
2023-07-27,66.96
2023-07-28,66.5
2023-07-29,66.03
2023-07-30,65.57
2023-07-31,65.13
2023-08-01,64.69
2023-08-02,64.24
2023-08-03,63.8
2023-08-04,63.36
2023-08-05,62.98
2023-08-06,62.64
2023-08-07,62.31
2023-08-08,62.02
2023-08-09,61.9
2023-08-10,61.98
2023-08-11,62.18
2023-08-12,62.48
2023-08-13,62.77
2023-08-14,62.88
2023-08-15,62.82
2023-08-16,62.76
2023-08-17,62.82
2023-08-18,62.84
2023-08-19,62.7
2023-08-20,62.45
2023-08-21,62.33
2023-08-22,62.25
2023-08-23,62.17
2023-08-24,62.09
2023-08-25,62.09
2023-08-26,62.12
2023-08-27,62.02
2023-08-28,61.83
2023-08-29,61.59
2023-08-30,61.55
2023-08-31,61.58
2023-09-01,61.59
2023-09-02,61.47
2023-09-03,61.24
2023-09-04,60.95
2023-09-05,60.67
2023-09-06,60.38
2023-09-07,60.09
2023-09-08,59.93
2023-09-09,59.77
2023-09-10,59.59
2023-09-11,59.36
2023-09-12,59.13
2023-09-13,59.0
2023-09-14,58.97
2023-09-15,59.03
2023-09-16,59.12
2023-09-17,59.07
2023-09-18,58.9
2023-09-19,58.65
2023-09-20,58.41
2023-09-21,58.16
2023-09-22,57.94
2023-09-23,57.81
2023-09-24,57.87
2023-09-25,57.99
2023-09-26,58.19
2023-09-27,58.39
2023-09-28,58.62
2023-09-29,58.88
2023-09-30,59.16
2023-10-01,59.44
2023-10-02,59.82
2023-10-04,60.7
2023-10-05,61.16
2023-10-06,61.61
2023-10-07,61.93
2023-10-08,62.18
2023-10-09,62.31
2023-10-10,62.37
2023-10-11,62.45
2023-10-12,62.62
2023-10-13,62.93
2023-10-14,63.32
2023-10-15,63.57
2023-10-16,63.39
2023-10-17,63.04
2023-10-18,62.67
2023-10-19,62.36
2023-10-20,62.18
2023-10-21,62.1
2023-10-22,62.11
2023-10-23,62.16
2023-10-24,62.27
2023-10-25,62.45
2023-10-26,62.62
2023-10-27,62.73
2023-10-28,62.68
2023-10-29,62.49
2023-10-30,62.14
2023-10-31,61.79
2023-11-01,61.54
2023-11-02,61.32
2023-11-03,61.03
2023-11-04,60.72
2023-11-05,60.48
2023-11-06,60.39
2023-11-07,60.44
2023-11-08,60.53
2023-11-09,60.68
2023-11-10,60.87
2023-11-11,61.1
2023-11-12,61.33
2023-11-13,61.61
2023-11-14,61.86
2023-11-15,62.08
2023-11-16,62.35
2023-11-17,62.59
2023-11-18,62.83
2023-11-19,63.08
2023-11-20,63.29
2023-11-21,63.55
2023-11-22,63.67
2023-11-23,63.56
2023-11-24,63.5
2023-11-25,63.47
2023-11-26,63.48
2023-11-27,63.53
2023-11-28,63.67
2023-11-29,63.78
2023-11-30,63.89
2023-12-01,64.04
2023-12-02,64.26
2023-12-03,64.44
2023-12-04,64.59
2023-12-05,64.72
2023-12-06,64.85
2023-12-07,64.99
2023-12-08,65.11
2023-12-09,65.26
2023-12-10,65.43
2023-12-11,65.47
2023-12-12,65.57
2023-12-13,65.74
2023-12-14,65.92
2023-12-15,66.03
2023-12-16,66.12
2023-12-17,66.23
2023-12-18,66.3
2023-12-19,66.37
2023-12-20,66.43
2023-12-21,66.54
2023-12-22,66.56
2023-12-23,66.69
2023-12-24,66.84
2023-12-25,66.93
2023-12-26,66.99
2023-12-27,67.06
2023-12-28,67.14
2023-12-29,67.2
2023-12-30,67.26
2023-12-31,67.32
2024-01-01,67.35
2024-01-02,67.46
2024-01-03,67.48
2024-01-04,67.51
2024-01-05,67.59
2024-01-06,67.65
2024-01-07,67.6
2024-01-08,67.72
2024-01-09,67.81
2024-01-10,67.76
2024-01-11,67.77
2024-01-12,67.89
2024-01-13,67.89
2024-01-14,67.93
2024-01-15,67.97
2024-01-16,68.02
2024-01-17,68.04
2024-01-18,68.09
2024-01-19,68.13
2024-01-20,68.22
2024-01-21,68.32
2024-01-22,68.4
2024-01-23,68.53
2024-01-24,68.76
2024-01-25,68.92
2024-01-26,69.07
2024-01-27,69.19
2024-01-28,69.27
2024-01-29,69.38
2024-01-30,69.46
2024-01-31,69.52
2024-02-01,69.65
2024-02-02,69.77
2024-02-03,69.99
2024-02-04,70.05
2024-02-05,70.05
2024-02-06,69.92
2024-02-07,69.93
2024-02-08,69.98
2024-02-09,70.0
2024-02-10,69.95
2024-02-11,70.0
2024-02-12,69.94
2024-02-13,69.93
2024-02-14,69.94
2024-02-15,69.92
2024-02-16,69.9
2024-02-17,69.86
2024-02-18,69.83
2024-02-19,69.81
2024-02-20,69.78
2024-02-21,69.7
2024-02-22,69.71
2024-02-23,69.61
2024-02-24,69.58
2024-02-25,69.55
2024-02-26,69.48
2024-02-27,69.43
2024-02-28,69.42
2024-02-29,69.4
2024-03-01,69.35
2024-03-02,69.3
2024-03-03,69.28
2024-03-04,69.24
2024-03-05,69.19
2024-03-06,69.06
2024-03-07,68.98
2024-03-08,69.05
2024-03-09,69.0
2024-03-10,68.95
2024-03-11,68.92
2024-03-12,68.87
2024-03-13,68.77
2024-03-14,68.7
2024-03-15,68.7
2024-03-16,68.74
2024-03-17,68.74
2024-03-18,68.69
2024-03-19,68.65
2024-03-20,68.61
2024-03-21,68.6
2024-03-22,68.52
2024-03-23,68.41
2024-03-24,68.33
2024-03-25,68.35
2024-03-26,68.32
2024-03-28,68.13
2024-03-29,68.12
2024-03-30,68.04
2024-03-31,68.04
2024-04-01,68.04
2024-04-02,68.15
2024-04-03,68.1
2024-04-04,68.03
2024-04-05,68.02
2024-04-06,68.08
2024-04-07,67.98
2024-04-08,67.95
2024-04-09,67.96
2024-04-10,67.93
2024-04-11,67.9
2024-04-12,67.92
2024-04-13,68.06
2024-04-14,68.15
2024-04-15,68.17
2024-04-16,68.14
2024-04-17,68.12
2024-04-18,68.09
2024-04-19,68.06
2024-04-20,68.06
2024-04-21,68.01
2024-04-22,67.97
2024-04-23,67.98
2024-04-24,67.98
2024-04-25,67.95
2024-04-26,67.9
2024-04-27,67.91
2024-04-28,67.89
2024-04-29,67.84
2024-04-30,67.82
2024-05-01,67.81
2024-05-02,67.81
2024-05-03,67.79
2024-05-04,67.71
2024-05-05,67.5
2024-05-06,67.16
2024-05-07,66.79
2024-05-08,66.5
2024-05-09,66.51
2024-05-10,66.54
2024-05-11,66.75
2024-05-12,67.13
2024-05-13,67.61
2024-05-14,68.1
2024-05-15,68.62
2024-05-16,69.16
2024-05-17,69.69
2024-05-22,70.08
2024-05-23,69.73
2024-05-24,69.39
2024-05-25,69.14
2024-05-26,69.11
2024-05-27,69.12
2024-05-28,69.35
2024-05-29,69.76
2024-05-30,70.23
2024-05-31,70.78
2024-06-01,71.37
2024-06-02,71.98
2024-06-03,72.55
2024-06-04,73.07
2024-06-05,73.56
2024-06-06,73.96
2024-06-07,74.21
2024-06-08,74.38
2024-06-09,74.58
2024-06-10,74.83
2024-06-11,75.11
2024-06-12,75.45
2024-06-13,75.81
2024-06-14,76.19
2024-06-15,76.44
2024-06-16,76.56
2024-06-17,76.5
2024-06-18,76.4
2024-06-19,76.26
2024-06-20,76.06
2024-06-21,75.86
2024-06-22,75.66
2024-06-23,75.47
2024-06-24,75.24
2024-06-25,75.03
2024-06-26,74.78
2024-06-27,74.52
2024-06-28,74.35
2024-06-29,74.15
2024-06-30,73.83
2024-07-01,73.33
2024-07-02,72.72
2024-07-03,72.1
2024-07-04,71.39
2024-07-05,70.62
2024-07-06,69.91
2024-07-07,69.19
2024-07-08,68.46
2024-07-09,67.77
2024-07-10,67.13
2024-07-11,66.62
2024-07-12,66.17
2024-07-13,65.74
2024-07-14,65.27
2024-07-15,64.74
2024-07-16,64.23
2024-07-17,63.87
2024-07-18,63.68
2024-07-19,63.54
2024-07-20,63.52
2024-07-21,63.58
2024-07-22,63.7
2024-07-23,63.89
2024-07-24,64.17
2024-07-25,64.46
2024-07-26,64.7
2024-07-27,64.95
2024-07-28,65.18
2024-07-29,65.01
2024-07-30,64.67
2024-07-31,64.28
2024-08-01,63.91
2024-08-02,63.57
2024-08-03,63.37
2024-08-04,63.36
2024-08-05,63.42
2024-08-06,63.55
2024-08-07,63.76
2024-08-08,63.97
2024-08-09,64.2
2024-08-10,64.45
2024-08-11,64.71
2024-08-12,64.98
2024-08-13,65.2
2024-08-14,65.3
2024-08-15,65.08
2024-08-16,64.76
2024-08-17,64.37
2024-08-18,63.94
2024-08-19,63.44
2024-08-20,62.96
2024-08-21,62.5
2024-08-22,62.22
2024-08-23,62.16
2024-08-24,62.18
2024-08-25,62.26
2024-08-26,62.17
2024-08-27,61.99
2024-08-28,61.9
2024-08-29,61.84
2024-08-30,61.69
2024-08-31,61.48
2024-09-01,61.43
2024-09-02,61.51
2024-09-03,61.63
2024-09-04,61.86
2024-09-05,62.14
2024-09-06,62.37
2024-09-07,62.56
2024-09-08,62.77
2024-09-09,63.09
2024-09-10,63.42
2024-09-11,63.74
2024-09-12,64.03
2024-09-13,64.35
2024-09-14,64.68
2024-09-15,64.99
2024-09-16,65.27
2024-09-17,65.55
2024-09-18,65.74
2024-09-19,65.85
2024-09-20,65.91
2024-09-21,66.03
2024-09-22,66.19
2024-09-23,66.35
2024-09-24,66.52
2024-09-25,66.71
2024-09-26,66.89
2024-09-27,67.08
2024-09-28,67.26
2024-09-29,67.46
2024-09-30,67.61
2024-10-01,67.77
2024-10-02,67.68
2024-10-03,67.43
2024-10-04,67.18
2024-10-05,66.97
2024-10-06,66.81
2024-10-07,66.69
2024-10-08,66.61
2024-10-09,66.59
2024-10-10,66.58
2024-10-11,66.61
2024-10-12,66.72
2024-10-13,66.86
2024-10-14,66.99
2024-10-15,67.06
2024-10-16,67.08
2024-10-17,67.07
2024-10-18,67.11
2024-10-19,67.25
2024-10-20,67.45
2024-10-21,67.75
2024-10-22,68.07
2024-10-23,68.45
2024-10-24,68.86
2024-10-25,69.28
2024-10-26,69.75
2024-10-27,70.16
2024-10-28,70.56
2024-10-29,70.93
2024-10-30,71.34
2024-10-31,71.73
2024-11-01,72.04
2024-11-02,72.36
2024-11-03,72.71
2024-11-04,73.06
2024-11-05,73.41
2024-11-06,73.64
2024-11-07,74.04
2024-11-08,74.47
2024-11-09,74.81
2024-11-10,75.21
2024-11-11,75.68
2024-11-12,76.1
2024-11-13,76.5
2024-11-14,76.82
2024-11-15,77.06
2024-11-16,77.21
2024-11-17,77.33
2024-11-18,77.36
2024-11-19,77.34
2024-11-20,77.33
2024-11-21,77.2
2024-11-22,77.07
2024-11-23,76.94
2024-11-24,76.85
2024-11-25,76.72
2024-11-26,76.56
2024-11-27,76.4
2024-11-28,76.26
2024-11-29,76.12
2024-11-30,76.0
2024-12-01,75.88
2024-12-02,75.71
2024-12-03,75.59
2024-12-04,75.42
2024-12-05,75.22
2024-12-06,75.07
2024-12-07,74.97
2024-12-08,74.92
2024-12-09,74.93
2024-12-10,75.04
2024-12-11,75.16
2024-12-12,75.27
2024-12-13,75.55
2024-12-14,75.82
2024-12-15,76.06
2024-12-16,76.29
2024-12-17,76.52
2024-12-18,76.72
2024-12-19,76.91
2024-12-20,77.07
2024-12-21,77.2
2024-12-22,77.24
2024-12-23,77.24
2024-12-24,77.2
